Number of data,Reference,Experiment No,Train/Test Set,Catalyst,Base,Base wt%,Base 2,Base 2 wt%,Support,Support wt%,Support 2,Catalyst preparation method,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time  (h),Reduction  H2 %,Temperature (C),Pressure (bar),W/F (mgcat/minml),Time on Stream (h),CO % in feed,Inert % in feed,CH4 % in feed,H2O % in feed,H2/CO2 in feed,CO2 Conversion %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,290,1,2,,0,0,0,0,4,69.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,300,1,2,,0,0,0,0,4,75.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,310,1,2,,0,0,0,0,4,78.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,320,1,2,,0,0,0,0,4,80.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,330,1,2,,0,0,0,0,4,81.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,340,1,2,,0,0,0,0,4,82.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,350,1,2,,0,0,0,0,4,84.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,360,1,2,,0,0,0,0,4,83.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,380,1,2,,0,0,0,0,4,83.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",149,Train,Ni-Ce/CNT,Ni,12,Ce,4.5,NC,83.5,None,WI,350,4,350,1,1,100,400,1,2,,0,0,0,0,4,82.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,200,1,2,,0,0,0,0,4,1.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,220,1,2,,0,0,0,0,4,5.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,240,1,2,,0,0,0,0,4,12.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,260,1,2,,0,0,0,0,4,32.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,280,1,2,,0,0,0,0,4,59.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,290,1,2,,0,0,0,0,4,67.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,300,1,2,,0,0,0,0,4,72.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,310,1,2,,0,0,0,0,4,74.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,320,1,2,,0,0,0,0,4,77.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,330,1,2,,0,0,0,0,4,79.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,340,1,2,,0,0,0,0,4,80.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,350,1,2,,0,0,0,0,4,81.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,360,1,2,,0,0,0,0,4,81.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,380,1,2,,0,0,0,0,4,82.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",150,Train,Ni-Ce/CNT,Ni,12,Ce,6,NC,82,None,WI,350,4,350,1,1,100,400,1,2,,0,0,0,0,4,81.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,200,1,2,,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,220,1,2,,0,0,0,0,4,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,240,1,2,,0,0,0,0,4,1.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,260,1,2,,0,0,0,0,4,2.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,280,1,2,,0,0,0,0,4,4.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,290,1,2,,0,0,0,0,4,5.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,300,1,2,,0,0,0,0,4,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,310,1,2,,0,0,0,0,4,11.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,320,1,2,,0,0,0,0,4,14.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,330,1,2,,0,0,0,0,4,18.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,340,1,2,,0,0,0,0,4,25.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,350,1,2,,0,0,0,0,4,30.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,360,1,2,,0,0,0,0,4,36.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,380,1,2,,0,0,0,0,4,48.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",151,Test,Ni/Al2O3,Ni,12,None,0,Al2O3,88,None,WI,350,4,350,1,1,100,400,1,2,,0,0,0,0,4,55.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,200,1,2,,0,0,0,0,4,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,220,1,2,,0,0,0,0,4,1.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,240,1,2,,0,0,0,0,4,2.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,260,1,2,,0,0,0,0,4,5.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,280,1,2,,0,0,0,0,4,12.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,290,1,2,,0,0,0,0,4,18.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,300,1,2,,0,0,0,0,4,26.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,310,1,2,,0,0,0,0,4,36.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,320,1,2,,0,0,0,0,4,45.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,330,1,2,,0,0,0,0,4,55.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,340,1,2,,0,0,0,0,4,60.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,350,1,2,,0,0,0,0,4,64.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,360,1,2,,0,0,0,0,4,67.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,380,1,2,,0,0,0,0,4,70.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,"Wang W, Chu W, Wang N, Yang W, Jiang C. Mesoporous nickel catalyst supported on multi-walled carbon nanotubes for carbon dioxide methanation. Int J Hydrogen Energy 2016;41:967–75. https://doi.org/10.1016/j.ijhydene.2015.11.133.",152,Train,Ni-Ce/Al2O3,Ni,12,Ce,4.5,Al2O3,83.5,None,WI,350,4,350,1,1,100,400,1,2,,0,0,0,0,4,72.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,"Goodarzi F, Kang L, Wang FR, Joensen F, Kegnæs S, Mielby J. Methanation of Carbon Dioxide over Zeolite-Encapsulated Nickel Nanoparticles. ChemCatChem 2018;10:1566–70. https://doi.org/10.1002/cctc.201701946.",153,Train,Ni/S1,Ni,5,None,0,Zeolite,95,None,IWI,550,20,500,1,2,10,450,1,1,50,0,16.7,0,0,4,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,"Goodarzi F, Kang L, Wang FR, Joensen F, Kegnæs S, Mielby J. Methanation of Carbon Dioxide over Zeolite-Encapsulated Nickel Nanoparticles. ChemCatChem 2018;10:1566–70. https://doi.org/10.1002/cctc.201701946.",154,Train,Ni/d-S1,Ni,5,None,0,Zeolite,95,None,IWI,550,5,500,1,2,10,450,1,1,50,0,16.7,0,0,4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,"Aljishi A, Veilleux G, Lalinde JAH, Kopyscinski J. The effect of synthesis parameters on ordered mesoporous nickel alumina catalyst for CO2 methanation. Appl Catal A Gen 2018;549:263–72. https://doi.org/10.1016/j.apcata.2017.10.012.",155,Train,Ni/OMA,Ni,15,None,0,Al2O3,85,None,WI,500,5,500,1,3,20,300,1,,160,0,,0,0,5,12.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,"Aljishi A, Veilleux G, Lalinde JAH, Kopyscinski J. The effect of synthesis parameters on ordered mesoporous nickel alumina catalyst for CO2 methanation. Appl Catal A Gen 2018;549:263–72. https://doi.org/10.1016/j.apcata.2017.10.012.",155,Train,Ni/OMA,Ni,15,None,0,Al2O3,85,None,WI,500,5,500,1,3,20,350,1,,160,0,,0,0,5,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,"Aljishi A, Veilleux G, Lalinde JAH, Kopyscinski J. The effect of synthesis parameters on ordered mesoporous nickel alumina catalyst for CO2 methanation. Appl Catal A Gen 2018;549:263–72. https://doi.org/10.1016/j.apcata.2017.10.012.",155,Train,Ni/OMA,Ni,15,None,0,Al2O3,85,None,WI,500,5,500,1,3,20,400,1,,160,0,,0,0,5,62.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
